19.07.2024                                                                                         Dynamic List Display                                                                                                                                                  1
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|Requisnr.|Req. Date |Short Text                              |Purch.Req.|PO        |Name of Desired Supplier          |Matl Group|Un|Order     |  Quantity|D|Material|Release Dt|PO Date   |Name of Supplier                  |   Ordered|On        |G/L Acct  |Shortage|
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|I0381218 |15.07.2024|"C" - B100 "S/D" Steel Gasket Changes CP|28478012  |          |Sprint Mechanical Inc             |CS5025    |AU|4000146798|        1 | |        |15.10.2024|          |Sprint Mechanical Inc             |        0 |          |7411011000|      0 |
|E0421182 |15.07.2024|B95 Issue with Loading dock lift        |28478024  |3000021307|Thunder Electric Inc              |CS5025    |AU|4000164758|      705 | |        |15.07.2024|15.07.2024|Thunder Electric Inc              |      705 |          |7411011000|      0 |
|I0168549 |15.07.2024|"C" - B100 Plumber Support for Shutdown |28478031  |          |Sprint Mechanical Inc             |CS5025    |AU|4000146797|        1 |X|        |15.10.2024|          |Sprint Mechanical Inc             |        0 |          |7411011000|      0 |
|E0381501 |15.07.2024|Main Site Gate                          |28478142  |3000021310|H Sanderson & Son Construction Ltd|CS5025    |AU|4000147681|  448.500 | |        |15.07.2024|15.07.2024|H Sanderson & Son Construction Ltd|  448.500 |          |7411011000|      0 |
|I0381218 |15.07.2024|"S" - Supply & Deliver Blowdown         |28478192  |3000021308|Sprint Mechanical Inc             |CS5025    |AU|4000166669|    1,430 | |        |15.07.2024|15.07.2024|Sprint Mechanical Inc             |    1,430 |          |7411011000|      0 |
|E0381501 |15.07.2024|"S" - Paintpro - Exterior Sealant       |28478198  |3000021311|Paint Pro Surface Coating Inc     |CS5025    |AU|4000167962|2,311.500 | |        |15.07.2024|15.07.2024|Paint Pro Surface Coating Inc     |2,311.500 |          |7411011000|      0 |
|I0544747 |15.07.2024|MR-00006476-MULTI LEVEL FLOAT SWITCH    |28478227  |3000021326|RS Integrated Supply Canada Corp  |MC2002    |EA|4000160317|        1 |X|        |17.07.2024|16.07.2024|RS Integrated Supply Canada Corp  |        0 |          |7411002300|      0 |
|I0544747 |15.07.2024|MR-00006476-drawing apporval            |28478229  |3000021326|RS Integrated Supply Canada Corp  |MC2002    |EA|4000160317|        1 |X|        |17.07.2024|16.07.2024|RS Integrated Supply Canada Corp  |        0 |          |7411002300|      0 |
|E0392475 |15.07.2024|"S" - AIM - FIMCEN Tool Fab & Machi sup |28478246  |3000021331|Aim Industrial Inc                |CS5025    |AU|4000161354|5,155.430 | |        |19.07.2024|16.07.2024|Aim Industrial Inc                |5,155.430 |          |7411011000|      0 |
